id_bioguide,term_number,term_id,term_type,term_start,term_end,state,district,class,party,how,url,address,phone,fax,contact_form,office,state_rank,rss_url,caucus
N000147,0,N000147-0,rep,1991-01-03,1993-01-03,DC,0,,Democrat,,,,,,,,,,
B001307,0,B001307-0,rep,2019-01-03,2021-01-03,IN,4,,Republican,,https://baird.house.gov,532 Cannon House Office Building; Washington DC 20515-1404,202-225-5037,,,532 Cannon House Office Building,,,
N000181,0,N000181-0,rep,2003-01-07,2005-01-03,CA,21,,Republican,,http://www.nunes.house.gov,,,,,,,,
O000168,0,O000168-0,rep,2009-01-06,2011-01-03,TX,22,,Republican,,http://olson.house.gov,,,,,,,,
P000601,0,P000601-0,rep,2011-01-05,2013-01-03,MS,4,,Republican,,http://palazzo.house.gov/,331 Cannon HOB; Washington DC 20515-2404,202-225-5772,202-225-7074,,331 Cannon House Office Building,,,
P000034,0,P000034-0,rep,1987-01-06,1989-01-03,NJ,6,,Democrat,,,,,,,,,,
R000582,0,R000582-0,rep,2009-01-06,2011-01-03,TN,1,,Republican,,http://www.roe.house.gov,,,,,,,,
P000096,0,P000096-0,rep,1997-01-07,1999-01-03,NJ,8,,Democrat,,,,,,,,,,
P000603,0,P000603-0,sen,2011-01-05,2017-01-03,KY,,3,Republican,,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,202-228-1373,http://www.paul.senate.gov/?p=contact,167 Russell Senate Office Building,junior,http://paul.senate.gov/rss/?p=news,
P000197,0,P000197-0,rep,1987-01-06,1989-01-03,CA,5,,Democrat,,,,,,,,,,
P000593,0,P000593-0,rep,2007-01-04,2009-01-03,CO,7,,Democrat,,http://perlmutter.house.gov,,,,,,,,
P000595,0,P000595-0,rep,2009-01-06,2011-01-03,MI,9,,Democrat,,http://peters.house.gov,,,,,,,,
H001077,0,H001077-0,rep,2017-01-03,2019-01-03,LA,3,,Republican,,https://clayhiggins.house.gov,1711 Longworth House Office Building; Washington DC 20515-1803,202-225-2031,,,1711 Longworth House Office Building,,,
P000258,0,P000258-0,rep,1991-01-03,1993-01-03,MN,7,,Democrat,,,,,,,,,,
P000597,0,P000597-0,rep,2009-01-06,2011-01-03,ME,1,,Democrat,,http://pingree.house.gov,,,,,,,,
P000449,0,P000449-0,rep,1993-05-04,1995-01-03,OH,2,,Republican,,,,,,,,,,
P000599,0,P000599-0,rep,2009-01-06,2011-01-03,FL,15,,Republican,,http://posey.house.gov,,,,,,,,
R000576,0,R000576-0,rep,2003-01-07,2005-01-03,MD,2,,Democrat,,http://www.house.gov/ruppersberger,,,,,,,,
P000523,0,P000523-0,rep,1987-01-06,1989-01-03,NC,4,,Democrat,,,,,,,,,,
Q000023,0,Q000023-0,rep,2009-04-07,2011-01-03,IL,5,,Democrat,,http://quigley.house.gov/,,,,,,,,
R000585,0,R000585-0,rep,2010-11-18,2011-01-03,NY,29,,Republican,,,,,,,,,,
R000588,0,R000588-0,rep,2011-01-05,2013-01-03,LA,2,,Democrat,,http://richmond.house.gov/,415 Cannon HOB; Washington DC 20515-1802,202-225-6636,202-225-1988,,415 Cannon House Office Building,,,
R000591,0,R000591-0,rep,2011-01-05,2013-01-03,AL,2,,Republican,,http://roby.house.gov/,414 Cannon HOB; Washington DC 20515-0102,202-225-2901,202-225-8913,,414 Cannon House Office Building,,,
G000582,0,G000582-0,rep,2017-01-03,2021-01-03,PR,0,,Republican,,https://gonzalez-colon.house.gov,1609 Longworth House Office Building; Washington DC 20515-5401,202-225-2615,,,1609 Longworth House Office Building,,,
R000395,0,R000395-0,rep,1981-01-05,1983-01-03,KY,5,,Republican,,,,,,,,,,
R000575,0,R000575-0,rep,2003-01-07,2005-01-03,AL,3,,Republican,,http://www.house.gov/mike-rogers,,,,,,,,
R000486,0,R000486-0,rep,1993-01-05,1995-01-03,CA,33,,Democrat,,,,,,,,,,
R000595,0,R000595-0,sen,2011-01-05,2017-01-03,FL,,3,Republican,,http://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,202-228-0285,http://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,junior,http://www.rubio.senate.gov/public/?a=rss.feed,
S000148,0,S000148-0,rep,1981-01-05,1983-01-03,NY,16,,Democrat,,,,,,,,,,
R000515,0,R000515-0,rep,1993-01-05,1995-01-03,IL,1,,Democrat,,,,,,,,,,
R000577,0,R000577-0,rep,2003-01-07,2005-01-03,OH,17,,Democrat,,http://www.house.gov/timryan,,,,,,,,
S001177,0,S001177-0,rep,2009-01-06,2011-01-03,MP,0,,Democrat,,http://sablan.house.gov,,,,,,,,
S001168,0,S001168-0,rep,2007-01-04,2009-01-03,MD,3,,Democrat,,http://sarbanes.house.gov,,,,,,,,
S001183,0,S001183-0,rep,2011-01-05,2013-01-03,AZ,5,,Republican,,http://schweikert.house.gov/,1205 Longworth HOB; Washington DC 20515-0305,202-225-2190,,,1205 Longworth House Office Building,,,
S001176,0,S001176-0,rep,2008-05-07,2009-01-03,LA,1,,Republican,,http://scalise.house.gov/,,,,,,,,
S001145,0,S001145-0,rep,1999-01-06,2001-01-03,IL,9,,Democrat,,,,,,,,,,
S001150,0,S001150-0,rep,2001-01-03,2003-01-03,CA,27,,Democrat,,,,,,,,,,
S001180,0,S001180-0,rep,2009-01-06,2011-01-03,OR,5,,Democrat,,http://schrader.house.gov,,,,,,,,
Y000065,0,Y000065-0,rep,2013-01-03,2015-01-03,FL,3,,Republican,,http://yoho.house.gov,511 Cannon HOB; Washington DC 20515-0903,202-225-5744,,https://yoho.house.gov/contact/email-me,511 Cannon House Office Building,,http://yoho.house.gov/rss.xml,
S001189,0,S001189-0,rep,2011-01-05,2013-01-03,GA,8,,Republican,,http://austinscott.house.gov/,516 Cannon HOB; Washington DC 20515-1003,202-225-6531,202-225-3013,,516 Cannon House Office Building,,,
S001157,0,S001157-0,rep,2003-01-07,2005-01-03,GA,13,,Democrat,,http://www.house.gov/davidscott,,,,,,,,
S000185,0,S000185-0,rep,1993-01-05,1995-01-03,VA,3,,Democrat,,,,,,,,,,
S001184,0,S001184-0,rep,2011-01-05,2013-01-02,SC,1,,Republican,,http://timscott.house.gov/,1117 Longworth HOB; Washington DC 20515-4001,202-225-3176,202-225-3407,,1117 Longworth House Office Building,,,
S001187,0,S001187-0,rep,2011-01-05,2013-01-03,OH,15,,Republican,,http://stivers.house.gov/,1007 Longworth HOB; Washington DC 20515-3515,202-225-2015,202-225-3529,,1007 Longworth House Office Building,,,
S000244,0,S000244-0,rep,1979-01-15,1981-01-03,WI,9,,Republican,,,,,,,,,,
S000248,0,S000248-0,rep,1989-01-03,1991-01-03,NY,18,,Democrat,,,,,,,,,,
S001185,0,S001185-0,rep,2011-01-05,2013-01-03,AL,7,,Democrat,,http://sewell.house.gov/,1133 Longworth HOB; Washington DC 20515-0107,202-225-2665,202-226-9567,,1133 Longworth House Office Building,,,
S000320,0,S000320-0,rep,1979-01-15,1981-01-03,AL,7,,Democrat,,,,,,,,,,
W000808,0,W000808-0,rep,2011-01-05,2013-01-03,FL,17,,Democrat,,http://wilson.house.gov/,208 Cannon HOB; Washington DC 20515-0917,202-225-4506,202-226-0777,,208 Cannon House Office Building,,,
S000344,0,S000344-0,rep,1997-01-07,1999-01-03,CA,24,,Democrat,,,,,,,,,,
S000364,0,S000364-0,rep,1997-01-07,1999-01-03,IL,20,,Republican,,,,,,,,,,
S001148,0,S001148-0,rep,1999-01-06,2001-01-03,ID,2,,Republican,,,,,,,,,,
S001165,0,S001165-0,rep,2006-11-13,2007-01-03,NJ,13,,Democrat,,,,,,,,,,
H001071,0,H001071-0,rep,2015-01-06,2017-01-03,GA,10,,Republican,,https://hice.house.gov,1516 Longworth HOB; Washington DC 20515-1010,202-225-4101,202-226-0776,,1516 Longworth House Office Building,,,
S000510,0,S000510-0,rep,1997-01-07,1999-01-03,WA,9,,Democrat,,,,,,,,,,
S001172,0,S001172-0,rep,2007-01-04,2009-01-03,NE,3,,Republican,,http://adriansmith.house.gov,,,,,,,,
S000522,0,S000522-0,rep,1981-01-05,1983-01-03,NJ,4,,Republican,,,,,,,,,,
S001175,0,S001175-0,rep,2008-04-08,2009-01-03,CA,12,,Democrat,,http://speier.house.gov/,,,,,,,,
L000583,0,L000583-0,rep,2015-01-06,2017-01-03,GA,11,,Republican,,http://loudermilk.house.gov,238 Cannon HOB; Washington DC 20515-1011,202-225-2931,202-225-2944,,238 Cannon House Office Building,,,
S001156,0,S001156-0,rep,2003-01-07,2005-01-03,CA,39,,Democrat,,http://www.house.gov/lindasanchez,,,,,,,,
T000193,0,T000193-0,rep,1993-04-13,1995-01-03,MS,2,,Democrat,,,,,,,,,,
T000460,0,T000460-0,rep,1999-01-06,2001-01-03,CA,1,,Democrat,,,,,,,,,,
T000467,0,T000467-0,rep,2009-01-06,2011-01-03,PA,5,,Republican,,http://thompson.house.gov,,,,,,,,
A000372,0,A000372-0,rep,2015-01-06,2017-01-03,GA,12,,Republican,,http://allen.house.gov,513 Cannon HOB; Washington DC 20515-1012,202-225-2823,202-225-3377,,513 Cannon House Office Building,,,
T000238,0,T000238-0,rep,1995-01-04,1997-01-03,TX,13,,Republican,,,,,,,,,,
T000250,0,T000250-0,rep,1997-01-07,1999-01-03,SD,0,,Republican,,,,,,,,,,
T000470,0,T000470-0,rep,2011-01-05,2013-01-03,CO,3,,Republican,,http://tipton.house.gov/,218 Cannon HOB; Washington DC 20515-0603,202-225-4761,202-226-9669,,218 Cannon House Office Building,,,
T000469,0,T000469-0,rep,2009-01-06,2011-01-03,NY,21,,Democrat,,http://tonko.house.gov,,,,,,,,
T000461,0,T000461-0,rep,1999-01-06,2001-01-03,PA,15,,Republican,,,,,,,,,,
M001184,0,M001184-0,rep,2012-11-13,2013-01-03,KY,4,,Republican,,http://massie.house.gov,1119 Longworth HOB; Washington DC 20515-1704,202-225-3465,,,1119 Longworth House Office Building,,,
T000463,0,T000463-0,rep,2003-01-07,2005-01-03,OH,3,,Republican,,http://www.house.gov/miketurner,,,,,,,,
U000031,0,U000031-0,rep,1987-01-06,1989-01-03,MI,4,,Republican,,,,,,,,,,
V000128,0,V000128-0,rep,2003-01-07,2005-01-03,MD,8,,Democrat,,http://www.house.gov/vanhollen,,,,,,,,
V000081,0,V000081-0,rep,1993-01-05,1995-01-03,NY,12,,Democrat,,,,,,,,,,
W000812,0,W000812-0,rep,2013-01-03,2015-01-03,MO,2,,Republican,,http://wagner.house.gov,435 Cannon HOB; Washington DC 20515-2502,202-225-1621,,https://wagner.house.gov/contact/email-me,435 Cannon House Office Building,,http://wagner.house.gov/rss.xml,
V000108,0,V000108-0,rep,1985-01-03,1987-01-03,IN,1,,Democrat,,,,,,,,,,
W000798,0,W000798-0,rep,2007-01-04,2009-01-03,MI,7,,Republican,,http://walberg.house.gov,,,,,,,,
W000791,0,W000791-0,rep,1999-01-06,2001-01-03,OR,2,,Republican,,,,,,,,,,
W000797,0,W000797-0,rep,2005-01-04,2007-01-03,FL,20,,Democrat,,,,,,,,,,
D000618,0,D000618-0,rep,2013-01-03,2015-01-03,MT,0,,Republican,,http://daines.house.gov,206 Cannon HOB; Washington DC 20515-2600,202-225-3211,,https://daines.house.gov/email-me,206 Cannon House Office Building,,http://daines.house.gov/rss/press-releases.xml,
P000615,0,P000615-0,rep,2019-01-03,2021-01-03,IN,6,,Republican,,https://pence.house.gov,222 Cannon House Office Building; Washington DC 20515-1406,202-225-3021,,,222 Cannon House Office Building,,,
W000187,0,W000187-0,rep,1991-01-03,1993-01-03,CA,29,,Democrat,,,,,,,,,,
W000806,0,W000806-0,rep,2011-01-05,2013-01-03,FL,8,,Republican,,http://webster.house.gov/,1039 Longworth HOB; Washington DC 20515-0908,202-225-2176,202-225-0999,,1039 Longworth House Office Building,,,
W000800,0,W000800-0,rep,2007-01-04,2009-01-03,VT,0,,Democrat,,http://welch.house.gov,,,,,,,,
W000795,0,W000795-0,rep,2001-12-18,2003-01-03,SC,2,,Republican,,,,,,,,,,
P000604,0,P000604-0,rep,2012-11-15,2013-01-03,NJ,10,,Democrat,,,2310 Rayburn HOB; Washington DC 20515-3010,202-225-3436,,,2310 Rayburn House Office Building,,,
W000804,0,W000804-0,rep,2007-12-13,2009-01-03,VA,1,,Republican,,http://www.wittman.house.gov/,,,,,,,,
W000809,0,W000809-0,rep,2011-01-05,2013-01-03,AR,3,,Republican,,http://womack.house.gov/,1508 Longworth HOB; Washington DC 20515-0403,202-225-4301,202-225-5713,,1508 Longworth House Office Building,,,
W000810,0,W000810-0,rep,2011-01-05,2013-01-03,GA,7,,Republican,,http://woodall.house.gov/,1725 Longworth HOB; Washington DC 20515-1007,202-225-4272,202-225-4696,,1725 Longworth House Office Building,,,
Y000062,0,Y000062-0,rep,2007-01-04,2009-01-03,KY,3,,Democrat,,http://yarmuth.house.gov,,,,,,,,
W000821,0,W000821-0,rep,2015-01-06,2017-01-03,AR,4,,Republican,,https://westerman.house.gov,130 Cannon HOB; Washington DC 20515-0404,202-225-3772,,,130 Cannon House Office Building,,,
Y000033,0,Y000033-0,rep,1973-03-06,1975-01-03,AK,0,,Republican,,,,,,,,,,
Y000064,0,Y000064-0,rep,2011-01-05,2013-01-03,IN,9,,Republican,,http://toddyoung.house.gov/,1721 Longworth HOB; Washington DC 20515-1409,202-225-5315,202-226-6866,,1721 Longworth House Office Building,,,
A000369,0,A000369-0,rep,2011-09-13,2013-01-03,NV,2,,Republican,,http://amodei.house.gov/,125 Cannon HOB; Washington DC 20515-2802,202-225-6155,202-225-5679,https://amodei.house.gov/contact-me,125 Cannon House Office Building,,,
B001278,0,B001278-0,rep,2012-02-07,2013-01-03,OR,1,,Democrat,,http://bonamici.house.gov/,2338 Rayburn HOB; Washington DC 20515-3701,202-225-0855,,https://bonamici.house.gov/contact-me,2338 Rayburn House Office Building,,,
D000617,0,D000617-0,rep,2012-11-13,2013-01-03,WA,1,,Democrat,,http://delbene.house.gov,2329 Rayburn HOB; Washington DC 20515-4701,202-225-6311,,,2329 Rayburn House Office Building,,,
C001112,0,C001112-0,rep,2017-01-03,2019-01-03,CA,24,,Democrat,,https://carbajal.house.gov,212 Cannon House Office Building; Washington DC 20515-0524,202-225-3601,,,212 Cannon House Office Building,,,
F000454,0,F000454-0,rep,2008-03-08,2009-01-03,IL,14,,Democrat,,http://foster.house.gov,,,,,,,,
T000468,0,T000468-0,rep,2009-01-06,2011-01-03,NV,3,,Democrat,,http://titus.house.gov,,,,,,,,
C001095,0,C001095-0,rep,2013-01-03,2015-01-03,AR,4,,Republican,,http://cotton.house.gov,415 Cannon HOB; Washington DC 20515-0404,202-225-3772,,https://cotton.house.gov/contact/email-me,415 Cannon House Office Building,,http://cotton.house.gov/rss.xml,
S001191,0,S001191-0,rep,2013-01-03,2015-01-03,AZ,9,,Democrat,,http://sinema.house.gov,1237 Longworth HOB; Washington DC 20515-0309,202-225-9888,202-225-9731,https://sinemaforms.house.gov/forms/writeyourrep/,1237 Longworth House Office Building,,http://sinema.house.gov/index.cfm/rss/feed,
L000578,0,L000578-0,rep,2013-01-03,2015-01-03,CA,1,,Republican,,http://lamalfa.house.gov,506 Cannon HOB; Washington DC 20515-0501,202-225-3076,530-534-7800,https://lamalfa.house.gov/contact/email-me,506 Cannon House Office Building,,http://lamalfa.house.gov/rss.xml,
H001068,0,H001068-0,rep,2013-01-03,2015-01-03,CA,2,,Democrat,,http://huffman.house.gov,1630 Longworth HOB; Washington DC 20515-0502,202-225-5161,202-225-5163,https://huffman.house.gov/contact/email-me,1630 Longworth House Office Building,,http://huffman.house.gov/rss.xml,
B001287,0,B001287-0,rep,2013-01-03,2015-01-03,CA,7,,Democrat,,http://bera.house.gov,1408 Longworth HOB; Washington DC 20515-0507,202-225-5716,202-226-1298,https://beraforms.house.gov/forms/writeyourrep/,1408 Longworth House Office Building,,http://bera.house.gov/rss.xml,
B001285,0,B001285-0,rep,2013-01-03,2015-01-03,CA,26,,Democrat,,http://juliabrownley.house.gov,1019 Longworth HOB; Washington DC 20515-0526,202-225-5811,202-225-1100,https://juliabrownley.house.gov/contact/email-me,1019 Longworth House Office Building,,http://juliabrownley.house.gov/rss.xml,
C001097,0,C001097-0,rep,2013-01-03,2015-01-03,CA,29,,Democrat,,http://cardenas.house.gov,1508 Longworth HOB; Washington DC 20515-0529,202-225-6131,202-225-0819,https://cardenas.house.gov/contact/email-me,1508 Longworth House Office Building,,http://cardenas.house.gov/rss.xml,
R000599,0,R000599-0,rep,2013-01-03,2015-01-03,CA,36,,Democrat,,http://ruiz.house.gov,1319 Longworth HOB; Washington DC 20515-0536,202-225-5330,,https://ruiz.house.gov/email-me,1319 Longworth House Office Building,,http://ruiz.house.gov/rss.xml,
T000472,0,T000472-0,rep,2013-01-03,2015-01-03,CA,41,,Democrat,,http://takano.house.gov,1507 Longworth HOB; Washington DC 20515-0541,202-225-2305,,https://takano.house.gov/contact/email-me,1507 Longworth House Office Building,,http://takano.house.gov/rss.xml,
L000579,0,L000579-0,rep,2013-01-03,2015-01-03,CA,47,,Democrat,,http://lowenthal.house.gov,515 Cannon HOB; Washington DC 20515-0547,202-225-7924,202-225-7926,http://lowenthal.house.gov/contact/howtocontactme.htm,515 Cannon House Office Building,,http://lowenthal.house.gov/news/rss.aspx,
V000130,0,V000130-0,rep,2013-01-03,2015-01-03,CA,51,,Democrat,,http://vargas.house.gov,1605 Longworth HOB; Washington DC 20515-0551,202-225-8045,202-225-9073,https://vargas.house.gov/contact,1605 Longworth House Office Building,,http://vargas.house.gov/rss.xml,
G000574,0,G000574-0,rep,2015-01-06,2017-01-03,AZ,7,,Democrat,,https://rubengallego.house.gov,1218 Longworth HOB; Washington DC 20515-0307,202-225-4065,,,1218 Longworth House Office Building,,,
F000462,0,F000462-0,rep,2013-01-03,2015-01-03,FL,22,,Democrat,,http://frankel.house.gov,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,561-998-9048,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,,http://frankel.house.gov/rss.xml,
C001093,0,C001093-0,rep,2013-01-03,2015-01-03,GA,9,,Republican,,http://dougcollins.house.gov,513 Cannon HOB; Washington DC 20515-1009,202-225-9893,202-226-1224,https://dougcollins.house.gov/email-me,513 Cannon House Office Building,,http://dougcollins.house.gov/latest-rss/latest-rss/,
G000571,0,G000571-0,rep,2013-01-03,2015-01-03,HI,2,,Democrat,,http://gabbard.house.gov,502 Cannon HOB; Washington DC 20515-1102,202-225-4906,202-225-4987,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,502 Cannon House Office Building,,http://gabbard.house.gov/rss.xml,
D000622,0,D000622-0,rep,2013-01-03,2015-01-03,IL,8,,Democrat,,http://duckworth.house.gov,104 Cannon HOB; Washington DC 20515-1308,202-225-3711,,https://duckworth.house.gov/contact/email-me,104 Cannon House Office Building,,http://duckworth.house.gov/rss.xml,
D000619,0,D000619-0,rep,2013-01-03,2015-01-03,IL,13,,Republican,,http://rodneydavis.house.gov,1740 Longworth HOB; Washington DC 20515-1313,202-225-2371,,https://rodneydavisforms.house.gov/contact/,1740 Longworth House Office Building,,http://rodneydavis.house.gov/rss.xml,
B001286,0,B001286-0,rep,2013-01-03,2015-01-03,IL,17,,Democrat,,http://bustos.house.gov,1009 Longworth HOB; Washington DC 20515-1317,202-225-5905,309-786-3720,http://bustos.house.gov/contact,1009 Longworth House Office Building,,http://bustos.house.gov/rss.xml,
D000623,0,D000623-0,rep,2015-01-06,2017-01-03,CA,11,,Democrat,,https://desaulnier.house.gov,327 Cannon HOB; Washington DC 20515-0511,202-225-2095,202-225-5609,,327 Cannon House Office Building,,,
W000813,0,W000813-0,rep,2013-01-03,2015-01-03,IN,2,,Republican,,http://walorski.house.gov,419 Cannon HOB; Washington DC 20515-1402,202-225-3915,202-225-6798,https://walorski.house.gov/contact/email-me,419 Cannon House Office Building,,http://walorski.house.gov/rss.xml,
B001284,0,B001284-0,rep,2013-01-03,2015-01-03,IN,5,,Republican,,http://susanwbrooks.house.gov,1505 Longworth HOB; Washington DC 20515-1405,202-225-2276,,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,,http://susanwbrooks.house.gov/rss.xml,
N000189,0,N000189-0,rep,2015-01-06,2017-01-03,WA,4,,Republican,,https://newhouse.house.gov,1641 Longworth HOB; Washington DC 20515-4704,202-225-5816,202-225-3251,,1641 Longworth House Office Building,,,
B001282,0,B001282-0,rep,2013-01-03,2015-01-03,KY,6,,Republican,,http://barr.house.gov,1432 Longworth HOB; Washington DC 20515-1706,202-225-4706,,https://barr.house.gov/contact/email-me,1432 Longworth House Office Building,,http://barr.house.gov/rss.xml,
W000817,0,W000817-0,sen,2013-01-03,2019-01-03,MA,,1,Democrat,,https://www.warren.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4543,202-228-2072,https://www.warren.senate.gov/?p=email_senator,317 Hart Senate Office Building,senior,http://www.warren.senate.gov/rss/?p=hot_topic,
K000379,0,K000379-0,rep,2013-01-03,2015-01-03,MA,4,,Democrat,,http://kennedy.house.gov,1218 Longworth HOB; Washington DC 20515-2104,202-225-5931,202-225-0182,https://kennedy.house.gov/contact/email-me,1218 Longworth House Office Building,,http://kennedy.house.gov/rss.xml,
K000383,0,K000383-0,sen,2013-01-03,2019-01-03,ME,,1,Independent,,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,202-224-1946,https://www.king.senate.gov/contact,133 Hart Senate Office Building,junior,http://www.king.senate.gov/rss/feeds/?type=all,Democrat
K000380,0,K000380-0,rep,2013-01-03,2015-01-03,MI,5,,Democrat,,http://dankildee.house.gov,327 Cannon HOB; Washington DC 20515-2205,202-225-3611,,https://dankildee.house.gov/contact/email-me,327 Cannon House Office Building,,http://dankildee.house.gov/rss.xml,
H001067,0,H001067-0,rep,2013-01-03,2015-01-03,NC,8,,Republican,,http://hudson.house.gov,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,704-782-1004,https://hudson.house.gov/email-me,429 Cannon House Office Building,,http://hudson.house.gov/rss.xml,
H001065,0,H001065-0,rep,2013-01-03,2015-01-03,NC,13,,Republican,,http://holding.house.gov,507 Cannon HOB; Washington DC 20515-3313,202-225-3032,919-782-4490,https://holding.house.gov/contact/email-me,507 Cannon House Office Building,,http://holding.house.gov/rss.xml,
C001096,0,C001096-0,rep,2013-01-03,2015-01-03,ND,0,,Republican,,http://cramer.house.gov,1032 Longworth HOB; Washington DC 20515-3400,202-225-2611,202-226-0893,https://cramer.house.gov/contact/email-me,1032 Longworth House Office Building,,http://cramer.house.gov/rss.xml,
F000463,0,F000463-0,sen,2013-01-03,2019-01-03,NE,,1,Republican,,https://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,202-228-1325,http://www.fischer.senate.gov/public/index.cfm/contact,454 Russell Senate Office Building,senior,http://www.fischer.senate.gov/public/index.cfm/rss/feed,
K000382,0,K000382-0,rep,2013-01-03,2015-01-03,NH,2,,Democrat,,http://kuster.house.gov,137 Cannon HOB; Washington DC 20515-2902,202-225-5206,202-225-2946,https://kuster.house.gov/contact/email-me,137 Cannon House Office Building,,http://kuster.house.gov/rss.xml,
M001188,0,M001188-0,rep,2013-01-03,2015-01-03,NY,6,,Democrat,,http://meng.house.gov,1317 Longworth HOB; Washington DC 20515-3206,202-225-2601,,https://meng.house.gov/contact/email-me,1317 Longworth House Office Building,,http://meng.house.gov/rss.xml,
J000294,0,J000294-0,rep,2013-01-03,2015-01-03,NY,8,,Democrat,,http://jeffries.house.gov,1339 Longworth HOB; Washington DC 20515-3208,202-225-5936,,https://jeffriesforms.house.gov/contact/,1339 Longworth House Office Building,,http://jeffries.house.gov/rss.xml,
